date,hy_oas,bbb_oas,sp500,hy_oas_52w_ma,hy_oas_deviation_bps,stress_signal,hy_bbb_diff,hy_oas_percentile,sp500_12m_return,sp500_drawdown_pct,sp500_52w_high,rolling_corr_52w,hy_oas_yoy_chg,hy_oas_zscore,regime,hy_oas_chg,sp500_chg_pct,sp500_fwd_12m_pct,sp500_fwd_6m_pct
2004-01-23,3.7900,1.2400,1141.5500,5.9738,-218.3846,0,2.5500,23.3062,32.5226,0.0000,1141.5500,-0.9761,-4.4200,-0.9429,Calm,-0.1500,0.1509,2.3056,-4.8487
2004-01-30,4.0300,1.2700,1131.1300,5.8919,-186.1923,0,2.7600,24.0541,32.1877,-0.9128,1141.5500,-0.9757,-4.2600,-0.8343,Calm,0.2400,-0.9128,3.5566,-2.6001
2004-02-06,4.3400,1.2900,1142.7600,5.8140,-147.4038,0,3.0500,25.4717,37.7334,0.0000,1142.7600,-0.9710,-4.0500,-0.6951,Calm,0.3100,1.0282,5.2741,-6.8947
2004-02-13,4.2500,1.2900,1145.8101,5.7300,-148.0000,0,2.9600,24.7312,37.2408,0.0000,1145.8101,-0.9676,-4.3700,-0.7336,Calm,-0.0900,0.2669,5.1920,-7.0701
2004-02-20,4.2200,1.2900,1144.1100,5.6492,-142.9231,0,2.9300,24.6649,34.8916,-0.1484,1145.8101,-0.9653,-4.2000,-0.7454,Calm,-0.0300,-0.1484,5.0240,-3.9996
2004-02-27,4.3400,1.3000,1144.9399,5.5715,-123.1538,0,3.0400,25.9358,36.1160,-0.0759,1145.8101,-0.9612,-4.0400,-0.6906,Calm,0.1200,0.0725,5.8021,-3.2464
2004-03-05,4.3500,1.3100,1156.8600,5.4948,-114.4808,0,3.0400,26.4000,39.5674,0.0000,1156.8600,-0.9542,-3.9900,-0.6848,Calm,0.0100,1.0411,5.6411,-3.7368
2004-03-12,4.3900,1.3400,1120.5699,5.4221,-103.2115,0,3.0500,26.7287,34.4786,-3.1369,1156.8600,-0.9496,-3.7800,-0.6656,Calm,0.0400,-3.1369,7.0955,0.2990
2004-03-19,4.4300,1.3300,1109.7800,5.3594,-92.9423,0,3.1000,27.0557,23.8884,-4.0696,1156.8600,-0.9495,-3.2600,-0.6466,Calm,0.0400,-0.9629,7.1969,1.6913
2004-03-26,4.4200,1.3400,1108.0601,5.2954,-87.5385,0,3.0800,26.9841,28.3220,-4.2183,1156.8600,-0.9457,-3.3300,-0.6498,Calm,-0.0100,-0.1550,5.7181,0.1850
2004-04-02,4.1600,1.3100,1141.8101,5.2362,-107.6154,0,2.8500,24.2744,29.9209,-1.3009,1156.8600,-0.9421,-3.0800,-0.7645,Calm,-0.2600,3.0459,2.7246,-0.9030
2004-04-09,4.0600,1.2700,1139.3199,5.1756,-111.5577,0,2.7900,23.6842,31.2127,-1.5162,1156.8600,-0.9386,-3.1500,-0.8075,Calm,-0.1000,-0.2181,3.6759,-1.5079
2004-04-16,3.9600,1.2300,1134.6100,5.1177,-115.7692,0,2.7300,23.0971,26.9735,-1.9233,1156.8600,-0.9358,-3.0100,-0.8503,Calm,-0.1000,-0.4134,0.7060,-2.3277
2004-04-23,3.8100,1.1900,1140.6000,5.0625,-125.2500,0,2.6200,22.7749,26.9011,-1.4055,1156.8600,-0.9350,-2.8700,-0.9153,Calm,-0.1500,0.5279,1.0100,-3.9330
2004-04-30,3.9100,1.2500,1107.3000,5.0173,-110.7308,0,2.6600,22.9765,19.0543,-4.2840,1156.8600,-0.9336,-2.3500,-0.8685,Calm,0.1000,-2.9195,4.4748,2.0681
2004-05-07,3.9900,1.2900,1098.7000,4.9685,-97.8462,0,2.7000,23.6979,17.7082,-5.0274,1156.8600,-0.9287,-2.5400,-0.8308,Calm,0.0800,-0.7767,6.6124,6.1409
2004-05-14,4.4800,1.3400,1095.7000,4.9271,-44.7115,0,3.1400,28.8312,16.0330,-5.2867,1156.8600,-0.9244,-2.1500,-0.6101,Calm,0.4900,-0.2730,5.3254,8.0743
2004-05-21,4.3200,1.3400,1093.5601,4.8781,-55.8077,0,2.9800,26.1658,17.1814,-5.4717,1156.8600,-0.9178,-2.5500,-0.6806,Calm,-0.1600,-0.1953,8.7531,7.0211
2004-05-28,4.2400,1.3200,1120.6801,4.8287,-58.8654,0,2.9200,25.5814,16.3026,-3.1274,1156.8600,-0.9170,-2.5700,-0.7151,Calm,-0.0800,2.4800,6.9690,5.5297
2004-06-04,4.1600,1.3400,1122.5000,4.7840,-62.4038,0,2.8200,25.1289,13.6410,-2.9701,1156.8600,-0.9196,-2.3200,-0.7495,Calm,-0.0800,0.1624,6.5497,6.1176
2004-06-11,4.0500,1.3200,1136.4700,4.7377,-68.7692,0,2.7300,24.1645,14.9564,-1.7625,1156.8600,-0.9234,-2.4100,-0.7973,Calm,-0.1100,1.2445,5.4238,4.5342
2004-06-18,4.0200,1.3100,1135.0200,4.6983,-67.8269,0,2.7100,23.8462,13.9933,-1.8879,1156.8600,-0.9241,-2.0500,-0.8090,Calm,-0.0300,-0.1276,7.2193,5.2140
2004-06-25,4.0000,1.3100,1134.4301,4.6592,-65.9231,0,2.6900,23.5294,16.2064,-1.9389,1156.8600,-0.9209,-2.0300,-0.8163,Calm,-0.0200,-0.0520,5.0369,6.6729
2004-07-02,4.1700,1.3400,1125.3800,4.6219,-45.1923,0,2.8300,26.0204,14.1706,-2.7212,1156.8600,-0.9186,-1.9400,-0.7383,Calm,0.1700,-0.7978,6.1366,7.6898
2004-07-09,4.0800,1.3400,1112.8101,4.5840,-50.4038,0,2.7400,25.0636,11.4884,-3.8077,1156.8600,-0.9185,-1.9700,-0.7773,Calm,-0.0900,-1.1170,8.9009,6.5941
2004-07-16,4.0200,1.3000,1101.3900,4.5506,-53.0577,0,2.7200,23.9848,10.8797,-4.7949,1156.8600,-0.9117,-1.7400,-0.8026,Calm,-0.0600,-1.0262,11.4882,7.5477
2004-07-23,3.9500,1.2900,1086.2000,4.5163,-56.6346,0,2.6600,22.7848,8.7636,-6.1079,1156.8600,-0.8990,-1.7800,-0.8324,Calm,-0.0700,-1.3792,13.5776,7.5189
2004-07-30,3.9900,1.2800,1101.7200,4.4821,-49.2115,0,2.7100,23.3586,12.4032,-4.7664,1156.8600,-0.8871,-1.7800,-0.8126,Calm,0.0400,1.4288,12.0230,6.3210
2004-08-06,4.1900,1.3300,1063.9700,4.4448,-25.4808,0,2.8600,26.9521,8.8360,-8.0295,1156.8600,-0.8659,-1.9400,-0.7210,Calm,0.2000,-3.4265,15.2683,13.0699
2004-08-13,4.2000,1.3300,1064.8000,4.4088,-20.8846,0,2.8700,27.1357,7.4828,-7.9577,1156.8600,-0.8480,-1.8700,-0.7151,Calm,0.0100,0.0780,15.5513,13.1950
2004-08-20,4.0700,1.3100,1098.3500,4.3790,-30.9038,0,2.7600,25.3133,10.6026,-5.0577,1156.8600,-0.8286,-1.5500,-0.7723,Calm,-0.1300,3.1508,11.0493,9.3996
2004-08-27,3.9700,1.2800,1107.7700,4.3510,-38.0962,0,2.6900,23.0000,9.8967,-4.2434,1156.8600,-0.8109,-1.4600,-0.8158,Calm,-0.1000,0.8577,8.7861,9.3521
2004-09-03,3.8900,1.2600,1113.6300,4.3215,-43.1538,0,2.6300,21.9451,9.0308,-3.7368,1156.8600,-0.7962,-1.5300,-0.8501,Calm,-0.0800,0.5290,9.3738,9.7420
2004-09-10,3.8800,1.2500,1123.9200,4.2919,-41.1923,0,2.6300,21.8905,10.3364,-2.8474,1156.8600,-0.7800,-1.5400,-0.8528,Calm,-0.0100,0.9240,10.4598,6.7763
2004-09-17,3.8300,1.2300,1128.5500,4.2644,-43.4423,0,2.6000,21.8362,8.9019,-2.4471,1156.8600,-0.7713,-1.4300,-0.8735,Calm,-0.0500,0.4120,9.6903,5.4140
2004-09-24,3.7800,1.2300,1110.1100,4.2323,-45.2308,0,2.5500,21.1634,11.3618,-4.0411,1156.8600,-0.7163,-1.6700,-0.8942,Calm,-0.0500,-1.6340,9.4747,5.5229
2004-10-01,3.7800,1.2200,1131.5000,4.2054,-42.5385,0,2.5600,21.2346,9.8704,-2.1921,1156.8600,-0.6884,-1.4000,-0.8922,Calm,0.0000,1.9268,8.6001,3.6606
2004-10-08,3.7300,1.2100,1122.1400,4.1806,-45.0577,0,2.5200,20.9360,8.0997,-3.0012,1156.8600,-0.6528,-1.2900,-0.9128,Calm,-0.0500,-0.8272,6.5732,5.2632
2004-10-15,3.7400,1.2100,1108.2000,4.1625,-42.2500,0,2.5300,21.1302,6.6274,-4.2062,1156.8600,-0.6118,-0.9400,-0.9062,Calm,0.0100,-1.2423,7.0718,3.1059
2004-10-22,3.7800,1.2400,1095.7400,4.1412,-36.1154,0,2.5400,21.6912,6.4952,-5.2833,1156.8600,-0.5297,-1.1100,-0.8861,Calm,0.0400,-1.1243,7.6524,5.1454
2004-10-29,3.5600,1.2100,1130.2000,4.1187,-55.8654,0,2.3500,20.7824,7.5654,-2.3045,1156.8600,-0.4889,-1.1700,-0.9834,Calm,-0.2200,3.1449,6.0352,2.3580
2004-11-05,3.2900,1.1800,1166.1700,4.0950,-80.5000,0,2.1100,19.3902,10.7253,0.0000,1166.1700,-0.5096,-1.2300,-1.1028,Calm,-0.2700,3.1826,4.6280,0.4442
2004-11-12,3.3100,1.1600,1184.1700,4.0675,-75.7500,0,2.1500,19.9513,12.7405,0.0000,1184.1700,-0.5231,-1.4300,-1.0908,Calm,0.0200,1.5435,4.2688,-2.5436
2004-11-19,3.2100,1.1500,1170.3400,4.0379,-82.7885,0,2.0600,18.4466,13.0457,-1.1679,1184.1700,-0.5053,-1.5400,-1.1329,Calm,-0.1000,-1.1679,6.6587,1.6183
2004-11-26,3.1500,1.1400,1182.6500,4.0127,-86.2692,0,2.0100,17.6755,11.7605,-0.1284,1184.1700,-0.5390,-1.3100,-1.1568,Calm,-0.0600,1.0518,7.2380,1.3639
2004-12-03,3.2000,1.1400,1191.1700,3.9898,-78.9808,0,2.0600,18.5990,12.2157,0.0000,1191.1700,-0.5754,-1.1900,-1.1311,Calm,0.0500,0.7204,6.2048,0.4072
2004-12-10,3.1700,1.1400,1188.0000,3.9673,-79.7308,0,2.0300,18.5542,10.6001,-0.2661,1191.1700,-0.6064,-1.1700,-1.1415,Calm,-0.0300,-0.2661,6.0076,0.8510
2004-12-17,3.0600,1.1300,1194.2000,3.9429,-88.2885,0,1.9300,17.1875,9.6945,0.0000,1194.2000,-0.6402,-1.2700,-1.1877,Calm,-0.1100,0.5219,6.1229,1.9059
2004-12-24,3.0500,1.1100,1210.1300,3.9192,-86.9231,0,1.9400,16.7866,10.4244,0.0000,1210.1300,-0.6758,-1.2300,-1.1888,Calm,-0.0100,1.3340,4.8367,-1.5337
2004-12-31,3.1000,1.1300,1211.9200,3.9004,-80.0385,0,1.9700,17.9426,9.3317,0.0000,1211.9200,-0.7052,-0.9800,-1.1629,Calm,0.0500,0.1479,3.0010,-1.4423
2005-01-07,3.0700,1.1500,1186.1899,3.8823,-81.2308,0,1.9200,17.6611,5.7342,-2.1231,1211.9200,-0.7218,-0.9400,-1.1731,Calm,-0.0300,-2.1231,8.3680,2.1641
2005-01-14,3.2200,1.1700,1184.5200,3.8685,-64.8462,0,2.0500,20.0000,3.9208,-2.2609,1211.9200,-0.7353,-0.7200,-1.1025,Calm,0.1500,-0.1408,8.7031,3.6639
2005-01-21,3.3700,1.2200,1167.8700,3.8604,-49.0385,0,2.1500,21.8527,2.3056,-3.6347,1211.9200,-0.7407,-0.4200,-1.0323,Calm,0.1500,-1.4056,8.0163,5.6351
2005-01-28,3.2700,1.1700,1171.3600,3.8458,-57.5769,0,2.1000,20.3791,3.5566,-3.3468,1211.9200,-0.7476,-0.7600,-1.0746,Calm,-0.1000,0.2988,9.5923,5.3630
2005-02-04,3.1900,1.1500,1203.0300,3.8237,-63.3654,0,2.0400,19.3853,5.2741,-0.7335,1211.9200,-0.7746,-1.1500,-1.1078,Calm,-0.0800,2.7037,5.0705,1.9443
2005-02-11,3.1200,1.1500,1205.3000,3.8019,-68.1923,0,1.9700,18.1604,5.1920,-0.5462,1211.9200,-0.7991,-1.1300,-1.1363,Calm,-0.0700,0.1887,5.1182,2.0816
2005-02-18,2.9300,1.1300,1201.5900,3.7771,-84.7115,0,1.8000,12.5882,5.0240,-0.8524,1211.9200,-0.8211,-1.2900,-1.2184,Complacency,-0.1900,-0.3078,7.1281,1.5080
2005-02-25,2.8500,1.1100,1211.3700,3.7485,-89.8462,0,1.7400,9.1549,5.8021,-0.0454,1211.9200,-0.8495,-1.4900,-1.2506,Complacency,-0.0800,0.8139,6.4440,-0.5176
2005-03-04,2.8600,1.1000,1222.1200,3.7198,-85.9808,0,1.7600,9.7190,5.6411,0.0000,1222.1200,-0.8855,-1.4900,-1.2424,Complacency,0.0100,0.8874,5.3276,-0.3355
2005-03-11,2.7300,1.1000,1200.0800,3.6879,-95.7885,0,1.6300,6.3084,7.0955,-1.8034,1222.1200,-0.8941,-1.6600,-1.2968,Complacency,-0.1300,-1.8034,6.7779,3.4498
2005-03-18,2.9800,1.2100,1189.6500,3.6600,-68.0000,0,1.7700,15.3846,7.1969,-2.6569,1222.1200,-0.8992,-1.4500,-1.1811,Complacency,0.2500,-0.8691,9.8853,4.0567
2005-03-25,3.1800,1.2700,1171.4200,3.6362,-45.6154,0,1.9100,20.4651,5.7181,-4.1485,1222.1200,-0.9019,-1.2400,-1.0885,Calm,0.2000,-1.5324,11.2283,3.7450
2005-04-01,3.5500,1.3500,1172.9200,3.6244,-7.4423,0,2.2000,24.4780,2.7246,-4.0258,1222.1200,-0.9096,-0.6100,-0.9202,Calm,0.3700,0.1280,10.3971,4.7650
2005-04-08,3.3900,1.3700,1181.2000,3.6115,-22.1538,0,2.0200,24.0741,3.6759,-3.3483,1222.1200,-0.9147,-0.6700,-0.9899,Calm,-0.1600,0.7059,9.6766,1.2445
2005-04-15,3.8900,1.5500,1142.6200,3.6102,27.9808,0,2.3400,27.5982,0.7060,-6.5051,1222.1200,-0.9141,-0.0700,-0.7637,Calm,0.5000,-3.2662,12.8214,3.8464
2005-04-22,3.8600,1.4700,1152.1200,3.6112,24.8846,0,2.3900,27.1889,1.0100,-5.7278,1222.1200,-0.9107,0.0500,-0.7758,Calm,-0.0300,0.8314,13.8145,2.3843
2005-04-29,4.1500,1.5300,1156.8500,3.6158,53.4231,0,2.6200,32.1839,4.4748,-5.3407,1222.1200,-0.8931,0.2400,-0.6443,Calm,0.2900,0.4105,13.2913,3.5925
2005-05-06,4.0700,1.6300,1171.3500,3.6173,45.2692,0,2.4400,31.3073,6.6124,-4.1543,1222.1200,-0.8714,0.0800,-0.6792,Calm,-0.0800,1.2534,13.1822,4.1653
2005-05-13,4.3900,1.6800,1154.0500,3.6156,77.4423,0,2.7100,36.1556,5.3254,-5.5698,1222.1200,-0.8410,-0.0900,-0.5342,Calm,0.3200,-1.4769,11.8877,6.9902
2005-05-20,4.3300,1.6700,1189.2800,3.6158,71.4231,0,2.6600,34.8174,8.7531,-2.6871,1222.1200,-0.7804,0.0100,-0.5605,Calm,-0.0600,3.0527,6.5376,4.9601
2005-05-27,4.0200,1.5500,1198.7800,3.6115,40.8462,0,2.4700,30.0683,6.9690,-1.9098,1222.1200,-0.7440,-0.2200,-0.6991,Calm,-0.3100,0.7988,6.7886,5.7951
2005-06-03,3.9000,1.3100,1196.0200,3.6065,29.3462,0,2.5900,27.7273,6.5497,-2.1356,1222.1200,-0.7179,-0.2600,-0.7519,Calm,-0.1200,-0.2302,7.7089,5.7742
2005-06-10,3.9100,1.3300,1198.1100,3.6038,30.6154,0,2.5800,28.0045,5.4238,-1.9646,1222.1200,-0.6936,-0.1400,-0.7461,Calm,0.0100,0.1747,4.5230,5.1131
2005-06-17,3.8100,1.3100,1216.9600,3.5998,21.0192,0,2.5000,26.3575,7.2193,-0.4222,1222.1200,-0.6642,-0.2100,-0.7898,Calm,-0.1000,1.5733,2.8415,4.1382
2005-06-24,3.9300,1.3500,1191.5699,3.5985,33.1538,0,2.5800,28.4424,5.0369,-2.4998,1222.1200,-0.6431,-0.0700,-0.7343,Calm,0.1200,-2.0863,4.4420,6.4696
2005-07-01,3.7500,1.3200,1194.4399,3.5904,15.9615,0,2.4300,25.0000,6.1366,-2.2649,1222.1200,-0.6268,-0.4200,-0.8142,Calm,-0.1800,0.2409,6.3427,4.5084
2005-07-08,3.6700,1.3200,1211.8600,3.5825,8.7500,0,2.3500,24.4944,8.9009,-0.8395,1222.1200,-0.6042,-0.4100,-0.8488,Calm,-0.0800,1.4584,4.4246,6.0725
2005-07-15,3.4300,1.2700,1227.9200,3.5712,-14.1154,0,2.1600,23.7668,11.4882,0.0000,1227.9200,-0.5897,-0.5900,-0.9553,Calm,-0.2400,1.3252,0.6743,4.8611
2005-07-22,3.3900,1.2400,1233.6801,3.5604,-17.0385,0,2.1500,23.3781,13.5776,0.0000,1233.6801,-0.5791,-0.5600,-0.9713,Calm,-0.0400,0.4691,0.5358,2.2542
2005-07-29,3.2500,1.2000,1234.1801,3.5462,-29.6154,0,2.0500,20.7589,12.0230,0.0000,1234.1801,-0.5726,-0.7400,-1.0323,Calm,-0.1400,0.0405,3.5951,4.0140
2005-08-05,3.2900,1.2200,1226.4200,3.5288,-23.8846,0,2.0700,22.0490,15.2683,-0.6288,1234.1801,-0.5483,-0.9000,-1.0119,Calm,0.0400,-0.6288,4.3166,3.0666
2005-08-12,3.4200,1.2400,1230.3900,3.5138,-9.3846,0,2.1800,24.2222,15.5513,-0.3071,1234.1801,-0.5094,-0.7800,-0.9510,Calm,0.1300,0.3237,2.9543,2.9747
2005-08-19,3.3900,1.2200,1219.7100,3.5008,-11.0769,0,2.1700,23.7251,11.0493,-1.1724,1234.1801,-0.4832,-0.6800,-0.9626,Calm,-0.0300,-0.8680,6.7713,5.5366
2005-08-26,3.3400,1.2200,1205.1000,3.4887,-14.8654,0,2.1200,22.7876,8.7861,-2.3562,1234.1801,-0.4644,-0.6300,-0.9831,Calm,-0.0500,-1.1978,7.4674,6.9978
2005-09-02,3.7000,1.2300,1218.0200,3.4850,21.5000,0,2.4700,25.8278,9.3739,-1.3094,1234.1801,-0.4302,-0.1900,-0.8186,Calm,0.3600,1.0721,7.6345,5.6822
2005-09-09,3.5900,1.2300,1241.4800,3.4794,11.0577,0,2.3600,25.5507,10.4598,0.0000,1241.4800,-0.3921,-0.2900,-0.8667,Calm,-0.1100,1.9261,4.6267,3.2171
2005-09-16,3.5400,1.2300,1237.9100,3.4738,6.6154,0,2.3100,24.8352,9.6903,-0.2876,1241.4800,-0.3629,-0.2900,-0.8876,Calm,-0.0500,-0.2876,6.6039,5.6014
2005-09-23,3.7100,1.2500,1215.2900,3.4725,23.7500,0,2.4600,26.3158,9.4747,-2.1096,1241.4800,-0.3344,-0.0700,-0.8091,Calm,0.1700,-1.8273,8.1865,7.2131
2005-09-30,3.5400,1.2400,1228.8101,3.4679,7.2115,0,2.3000,24.8359,8.6001,-1.0205,1241.4800,-0.3099,-0.2400,-0.8844,Calm,-0.1700,1.1125,8.7109,5.3759
2005-10-07,3.5900,1.2500,1195.9000,3.4652,12.4808,0,2.3400,25.8734,6.5732,-3.6714,1241.4800,-0.2950,-0.1400,-0.8601,Calm,0.0500,-2.6782,12.8514,8.3285
2005-10-14,3.7200,1.3000,1186.5699,3.4648,25.5192,0,2.4200,26.7974,7.0718,-4.4229,1241.4800,-0.2808,-0.0200,-0.7997,Calm,0.1300,-0.7802,15.0897,8.6426
2005-10-21,3.5900,1.2400,1179.5900,3.4612,12.8846,0,2.3500,25.8696,7.6524,-4.9852,1241.4800,-0.2614,-0.1900,-0.8571,Calm,-0.1300,-0.5882,16.0234,11.1640
2005-10-28,3.5800,1.2700,1198.4100,3.4615,11.8462,0,2.3100,25.5965,6.0352,-3.4692,1241.4800,-0.2656,0.0200,-0.8600,Calm,-0.0100,1.5955,14.9306,9.3624
2005-11-04,3.4800,1.2800,1220.1400,3.4652,1.4808,0,2.2000,24.4589,4.6280,-1.7189,1241.4800,-0.2789,0.1900,-0.9036,Calm,-0.1000,1.8132,11.8150,8.6564
2005-11-11,3.5600,1.3000,1234.7200,3.4700,9.0000,0,2.2600,25.5940,4.2688,-0.5445,1241.4800,-0.2712,0.2500,-0.8657,Calm,0.0800,1.1949,11.8391,4.5776
2005-11-18,3.6900,1.3500,1248.2700,3.4792,21.0769,0,2.3400,26.9397,6.6588,0.0000,1248.2700,-0.2587,0.4800,-0.8052,Calm,0.1300,1.0974,12.2514,1.5029
2005-11-25,3.7200,1.3500,1268.2500,3.4902,22.9808,0,2.3700,27.6344,7.2380,0.0000,1268.2500,-0.2246,0.5700,-0.7902,Calm,0.0300,1.6006,10.4632,0.9391
2005-12-02,3.6300,1.3600,1265.0800,3.4985,13.1538,0,2.2700,26.6094,6.2048,-0.2500,1268.2500,-0.2046,0.4300,-0.8296,Calm,-0.0900,-0.2500,10.4049,1.8291
2005-12-09,3.6000,1.3700,1259.3700,3.5067,9.3269,0,2.2300,26.5525,6.0076,-0.7002,1268.2500,-0.1987,0.4300,-0.8417,Calm,-0.0300,-0.4514,11.9480,-0.5614
2005-12-16,3.6500,1.3800,1267.3199,3.5181,13.1923,0,2.2700,26.9231,6.1229,-0.0733,1268.2500,-0.1866,0.5900,-0.8175,Calm,0.0500,0.6313,12.6069,-1.2451
2005-12-23,3.7100,1.3900,1268.6600,3.5308,17.9231,0,2.3200,27.8252,4.8367,0.0000,1268.6600,-0.1588,0.6600,-0.7888,Calm,0.0600,0.1057,11.2008,-1.9044
2005-12-30,3.6500,1.4000,1248.2900,3.5413,10.8654,0,2.2500,26.9149,3.0010,-1.6056,1268.6600,-0.1469,0.5500,-0.8147,Calm,-0.0600,-1.6056,13.6194,1.7552
2006-01-06,3.5600,1.2100,1285.4500,3.5508,0.9231,0,2.3500,25.2654,8.3680,0.0000,1285.4500,-0.1581,0.4900,-0.8541,Calm,-0.0900,2.9769,9.6667,-1.5535
2006-01-13,3.6200,1.2100,1287.6100,3.5585,6.1538,0,2.4100,26.6949,8.7031,0.0000,1287.6100,-0.1585,0.4000,-0.8253,Calm,0.0600,0.1680,11.1152,-3.9927
2006-01-20,3.6000,1.1900,1261.4900,3.5629,3.7115,0,2.4100,26.5328,8.0163,-2.0286,1287.6100,-0.1690,0.2300,-0.8329,Calm,-0.0200,-2.0286,13.3976,-1.6806
2006-01-27,3.4000,1.1700,1283.7200,3.5654,-16.5385,0,2.2300,23.2068,9.5923,-0.3021,1287.6100,-0.2037,0.1300,-0.9222,Calm,-0.2000,1.7622,10.7858,-0.4027
2006-02-03,3.3800,1.1600,1264.0300,3.5690,-18.9038,0,2.2200,22.3158,5.0705,-1.8313,1287.6100,-0.2240,0.1900,-0.9295,Calm,-0.0200,-1.5338,14.5851,1.2128
2006-02-10,3.3500,1.1500,1266.9900,3.5735,-22.3462,0,2.2000,21.8487,5.1182,-1.6014,1287.6100,-0.2486,0.2300,-0.9413,Calm,-0.0300,0.2342,13.5021,-0.0197
2006-02-17,3.3000,1.1300,1287.2400,3.5806,-28.0577,0,2.1700,21.2788,7.1281,-0.0287,1287.6100,-0.2951,0.3700,-0.9622,Calm,-0.0500,1.5983,13.0745,1.1699
2006-02-24,3.2800,1.1200,1289.4301,3.5888,-30.8846,0,2.1600,20.2929,6.4439,0.0000,1289.4301,-0.3416,0.4300,-0.9693,Calm,-0.0200,0.1701,12.5451,0.4389
2006-03-03,3.2900,1.1300,1287.2300,3.5971,-30.7115,0,2.1600,20.9812,5.3276,-0.1706,1289.4301,-0.3793,0.4300,-0.9628,Calm,0.0100,-0.1706,7.7640,1.8474
2006-03-10,3.3000,1.1400,1281.4200,3.6081,-30.8077,0,2.1600,21.6667,6.7779,-0.6212,1289.4301,-0.4667,0.5700,-0.9564,Calm,0.0100,-0.4514,9.4754,1.3657
2006-03-17,3.3100,1.1300,1307.2500,3.6144,-30.4423,0,2.1800,22.1414,9.8853,0.0000,1307.2500,-0.5513,0.3300,-0.9499,Calm,0.0100,2.0157,6.0968,0.9493
2006-03-24,3.2300,1.1400,1302.9500,3.6154,-38.5385,0,2.0900,19.2946,11.2282,-0.3289,1307.2500,-0.6374,0.0500,-0.9844,Calm,-0.0800,-0.3289,10.2199,0.9079
2006-03-31,3.1300,1.1600,1294.8700,3.6073,-47.7308,0,1.9700,17.1843,10.3971,-0.9470,1307.2500,-0.6724,-0.4200,-1.0278,Calm,-0.1000,-0.6201,9.7299,3.1648
2006-04-07,3.0600,1.1500,1295.5000,3.6010,-54.0962,0,1.9100,16.1157,9.6766,-0.8988,1307.2500,-0.7187,-0.3300,-1.0574,Calm,-0.0700,0.0487,11.4442,4.1752
2006-04-14,3.0500,1.1500,1289.1200,3.5848,-53.4808,0,1.9000,15.5670,12.8214,-1.3869,1307.2500,-0.7261,-0.8400,-1.0596,Calm,-0.0100,-0.4925,12.7009,5.9343
2006-04-21,3.0400,1.1500,1311.2800,3.5690,-52.9038,0,1.8900,15.0206,13.8145,0.0000,1311.2800,-0.7409,-0.8200,-1.0619,Calm,-0.0100,1.7190,13.1986,4.3713
2006-04-28,3.0000,1.1300,1310.6100,3.5469,-54.6923,0,1.8700,14.1684,13.2913,-0.0511,1311.2800,-0.7364,-1.1500,-1.0777,Calm,-0.0400,-0.0511,13.9981,5.0915
2006-05-05,2.9600,1.1100,1325.7600,3.5256,-56.5577,0,1.8500,12.9098,13.1822,0.0000,1325.7600,-0.7400,-1.1100,-1.0935,Complacency,-0.0400,1.1560,13.5666,2.9070
2006-05-12,2.8800,1.1100,1291.2400,3.4965,-61.6538,0,1.7700,9.4070,11.8877,-2.6038,1325.7600,-0.7124,-1.5100,-1.1273,Complacency,-0.0800,-2.6038,16.6205,6.9437
2006-05-19,3.0800,1.1400,1267.0300,3.4725,-39.2500,0,1.9400,17.5510,6.5376,-4.4299,1325.7600,-0.7001,-1.2500,-1.0340,Calm,0.2000,-1.8749,20.1826,10.5893
2006-05-26,3.1200,1.1600,1280.1600,3.4552,-33.5192,0,1.9600,18.2281,6.7886,-3.4395,1325.7600,-0.6920,-0.9000,-1.0137,Calm,0.0400,1.0363,18.4016,9.4355
2006-06-02,3.2200,1.2000,1288.2200,3.4421,-22.2115,0,2.0200,20.6301,7.7089,-2.8316,1325.7600,-0.6823,-0.6800,-0.9662,Calm,0.1000,0.6296,19.2607,8.4217
2006-06-09,3.2700,1.2300,1252.3000,3.4298,-15.9808,0,2.0400,21.6024,4.5230,-5.5410,1325.7600,-0.6630,-0.6400,-0.9416,Calm,0.0500,-2.7883,20.3921,12.5801
2006-06-16,3.2600,1.2400,1251.5400,3.4192,-15.9231,0,2.0200,21.3563,2.8415,-5.5983,1325.7600,-0.6510,-0.5500,-0.9444,Calm,-0.0100,-0.0607,22.4819,14.0267
2006-06-23,3.3100,1.2600,1244.5000,3.4073,-9.7308,0,2.0500,24.2424,4.4420,-6.1293,1325.7600,-0.6216,-0.6200,-0.9198,Calm,0.0500,-0.5625,20.7360,13.3596
2006-06-30,3.3500,1.2700,1270.2000,3.3996,-4.9615,0,2.0800,24.8992,6.3427,-4.1908,1325.7600,-0.6027,-0.4000,-0.9000,Calm,0.0400,2.0651,18.3554,11.6596
2006-07-07,3.3300,1.2600,1265.4800,3.3931,-6.3077,0,2.0700,24.5473,4.4246,-4.5468,1325.7600,-0.5909,-0.3400,-0.9074,Calm,-0.0200,-0.3716,20.9375,11.3973
2006-07-14,3.4400,1.2800,1236.2000,3.3933,4.6731,0,2.1600,27.5100,0.6743,-6.7554,1325.7600,-0.5926,0.0100,-0.8558,Calm,0.1100,-2.3137,25.5865,15.7361
